p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart15,Bharat Sawant,Nice,"Flipkart packing was worst , my Facewash order had better packing than this. Other than that phone quality is superb. Excellent camera Excellent battery performanceExcellent processorDisplay is quite small",3,0.347,0.099,0.554,0.8834
flipkart15,Saran Chawla,Waste of money!,"You don't need gloves in winters because this mobile will keep your hands warm because of the heating issues (even for normal tasks).3rd class battery backup.And it take more than 1 hour 45 mins to charge.Carry a powerbank with you, if you want to buy this phone.Either give battery backup OR fast charging (both are missing in this phone).What is the use of good camera (when you can't even use it properly because poor battery backup).Does not have built in app lock system, you need...",1,0.068,0.059,0.872,-0.0516
flipkart15,BASAVARAJ SM METRI,Good,Camera is impressive Battery  drain and heating  problem,3,0.275,0.225,0.5,0.1531
flipkart15,Tarun Reddy,Moderate,Very worst mobile Don't buyCharge is draining like water drops,1,0.168,0.295,0.537,-0.4391
flipkart15,Yamuna prasad Sahu,Delightful,Battery ❌ and overheating issue but camera 📷 is sperb,4,0,0,1,0
flipkart15,Sonu Kumar ,Decent product,Battery life was very bad...,3,0,0,1,0
flipkart15,Shanty John,Worthless,Whetting problem,1,0,0.73,0.27,-0.4019
flipkart15,Yarlagadda  Srinivasa Rao ,Classy product,design and features are Satisfactory.,5,0.385,0,0.615,0.3612
flipkart15,Hiren Savani,Awesome,Mobile was good,5,0.592,0,0.408,0.4404
flipkart15,Nitin Pm,Fair,"Heating problems,, camera not good we expeted",3,0,0.286,0.714,-0.3412
flipkart15,Mani  Gurung ,Fabulous!,Superb,5,1,0,0,0.6249
flipkart15,Hari Prakash,Delightful,Amazing 👏 🙀,4,1,0,0,0.5859
flipkart15,mounika sanapala,Decent product,Camera performance is not as expected in low light and also selfie cam is worst. Display and performance are good. Not worth at this price point. It has heating issue too.,3,0.077,0.208,0.715,-0.608
flipkart15,Pushpendra  Kumar,Pretty good,Good,4,1,0,0,0.4404
flipkart15,Manish Pathak,Nice product,"Awesome phone as far as performance and day to day usage go but the battery is not good enough, the actual capacity is 4300 mah, and it drains faster than I had hoped, otherwise everything else works nicely, phone is fast, the 120 hz amoled makes it feel even faster, fast storage, fast ram, the combination is really good.",4,0.142,0.09,0.768,0.5547
flipkart15,manjeet  bhatia,Must buy!,very good product.  After more than one year of usage phone working smoothly.👌,5,0.21,0,0.79,0.4927
flipkart15,Aslam  Sha,Really Nice,"Everything is good,except battery.",4,0,0,1,0
flipkart15,Hashim Pullissery,Not recommended at all,Battery is drying very fastly .....Not getting a single day....Phone is good my battery is very bad...,1,0.162,0,0.838,0.4404
flipkart15,Barnali Das,Worth every penny,Veryyy niceee,5,0,0,1,0
flipkart15,Hera,Awesome,Nice product,5,0.737,0,0.263,0.4215
flipkart15,G Venkatesh,Worth the money,Everything is good except the battery life.,4,0.326,0,0.674,0.4404
flipkart15,Sakshi  Srivastava ,Classy product,Got it in bbd sale at an affordable price for my younger brother. ✨️ I love it!!,5,0.242,0,0.758,0.6988
flipkart15,Arindampal pal,Fabulous!,Awesome camera,5,0.804,0,0.196,0.6249
flipkart15,Flipkart Customer,Excellent,"Samsung Galaxy S21 FE 5G I have purchased this phone and truly it is flagship phone. Good camara quality, good battery backup and good build quality. Samsung does very good job in all departments. This is my first Samsung phone after using all Chinese phone finally I landed on phone which has been manufactured in India.",5,0.249,0,0.751,0.9313
flipkart15,Prasad Deshmukh ,Mind-blowing purchase,Awesome phone,5,0.804,0,0.196,0.6249
flipkart15,Sachitanand Mistry,Nice product,I think this price range really good phone  and wonderful camera,4,0.463,0,0.537,0.7841
flipkart15,Flipkart Customer,Wonderful,Good product,4,0.744,0,0.256,0.4404
flipkart15,Gagandeep Kaur,Wonderful,Overall good BT battery is average,4,0.367,0,0.633,0.4404
flipkart15,Mudit,Nice product,As expected battery drains really quickly. Apart from this everything is great.,4,0.272,0,0.728,0.6249
flipkart15,satyam patel,Mind-blowing purchase,Best phone,5,0.808,0,0.192,0.6369
flipkart15,Flipkart Customer,Did not meet expectations,Screen on time is below 4 hrs. You have to charge min 2 to 3 times in a day.Rest everything is awesome.  Screen and camera are not less than any smartphone.,1,0.136,0,0.864,0.6249
flipkart15,asharmohdk,Nice product,Overalls a good decent product 👌 Camera clarity is good and Display also ..Battery backup was just ok,4,0.471,0,0.529,0.8658
flipkart15,Arjun  Barwa,Brilliant,One of the best flagship phone from Samsung. Thank you flipkart for this amazing deal.,5,0.534,0,0.466,0.9118
flipkart15,Suraj Dhara,Just okay,Overall good ..but heating problem,3,0.337,0.314,0.349,0.0516
flipkart15,Flipkart Customer,Super!,Honest Review after using for one week Pros-:1) Camera works good in daytime at night time it is average 2) Display is bright even in outdoor light3)Speaker is very loud and crisp clear dual stereo speaker works very fine 4)Performance is good in daily task not a heavy user and face no heating issue only first day i faced some heating issue 5)Battery won't last a day in normal usage also if you are a heavy gamer than you have to charge it twice,5,0.182,0.024,0.794,0.9259
flipkart15,Gaurav Panday,Awesome,"Perfect phone within in less than 35k range. This phone is for everyone, may whatever your use case may be. I highly recommend after using for more than a month",5,0.2,0,0.8,0.7574
flipkart15,Gaurav Sancheti,Worthless,Very poor battery backup,1,0,0.531,0.469,-0.5256
flipkart15,Harish GR,Classy product,One of the best smart phone,5,0.633,0,0.367,0.7845
flipkart15,SARATHLAL  T S,Best in the market!,Very good 👍,5,0.762,0,0.238,0.4927
flipkart15,Abu Samad,Nice product,Except battery 🔋  all  performance  are good...,4,0,0,1,0
flipkart15,Sk md Minhajuddin,Great product,Camera Quality amazing☺️☺️Overall a very good handset..i like it😍😍😍Samsung is super power😍👍,5,0.552,0,0.448,0.8707
flipkart15,Praveen Meena,Simply awesome,Nyc product good quality delivery,5,0.42,0,0.58,0.4404
flipkart15,Sambit Parida,Really Nice,"Battery drains fast on 5G . Optimizing Battery , Turning On Adaptive Battery and Power Saving Mode helped somehow.Performance is good on normal usage. Camera is great.",4,0.312,0,0.688,0.875
flipkart15,Flipkart Customer,Must buy!,Excellent,5,1,0,0,0.5719
flipkart15,Manish Kumar,Fair,Heating Issue,3,0,0,1,0
flipkart15,Mallikarjun Ishwar Tippshetty,Excellent,Very good super mobile good looking perfect I love this,5,0.822,0,0.178,0.961
flipkart15,Flipkart Customer,Terrific purchase,Awesome,5,1,0,0,0.6249
flipkart15,Prajwal Wasnik,Just okay,Camera +display best but mobile hit proble,3,0.302,0,0.698,0.3818
flipkart15,Flipkart Customer,Don't waste your money,The camera performance is not much expected.my problem not solved,1,0.187,0.15,0.663,0.1139
flipkart15,Flipkart Customer,Does the job,"I am a fan of Samsung but, this one hangs a lot , heats a lot , not worth the money , and a lot of network issues, it lacks a lot .you can explore Samsung's more phones at the same price range.  but this one is not worth it. And the rest is your choice.",3,0.033,0.081,0.886,-0.3287
flipkart15,HIMANSHU  MOREY,Fabulous!,ITS Very good mobile under 50k and I got for 29999 . It's very solid peiceGaming-5Camara-5 12+12+8Battery-4(really 25w charging in 2023 it takes 1 hours somthing for full charge but keep in mind charge only upto 85 to 90 for few months)Design-iconic samsung design One UI is good 👍,5,0.157,0,0.843,0.7803
flipkart15,Raghwendra Kumar  Yadav,Very poor,Overheating issue. battery backup up to 6 to 8hr,1,0,0,1,0
flipkart15,Praneeth Hanumanthu,Must buy!,"Great quality, Good display, Samsung is good",5,0.712,0,0.288,0.872
flipkart15,Manu M,Nice,Good phone but battery is very 👎,2,0.281,0,0.719,0.2382
flipkart15,Raju Ishappa Sonnad,Must buy!,Awesome and Superb..,5,0.672,0,0.328,0.6249
flipkart15,Awangji  Miji,Great product,Happy with the purchased 🙌,5,0.552,0,0.448,0.5719
flipkart15,Nissar Hussain,Decent product,"A very best smartphone with awesome camera and display, but little heating issues is there.Big issue is, Battery drain very fast when connected to 5G 😪",3,0.194,0,0.806,0.6482
flipkart15,Flipkart Customer,Worth the money,Good phone and with very good features. But have some heating issues.,4,0.288,0,0.712,0.4672
flipkart15,Aman Kumawat,Classy product,Nice product 😍🥰value for money 💰 Camera quality is very good and feel is very nice 👌 ☺️Night photography 📸 experience is very good 👍 👌 experience like expensive phone,5,0.429,0,0.571,0.933
flipkart15,Arjit  Mondal,Good choice,"Product is outstanding,  delivery delayed for 3 days",4,0.367,0.174,0.459,0.4767
flipkart15,Vicky Kumar,Perfect product!,Phone heats a lot and alot and alot.,5,0,0,1,0
flipkart15,Nirmal Rajpurohit,Terrific,Super camera quality and battery backup also nice.,5,0.528,0,0.472,0.7717
flipkart15,Devarakonda Sankararao,Good,"I totally  disappointed with battery.The full charge also does not lasts upto one day.We will charge daily two or three times.Apart from that , mobile is good.",3,0.099,0.116,0.785,-0.1263
flipkart15,Ravi Bharti,Just wow!,Good working nd osm performance,5,0.42,0,0.58,0.4404
flipkart15,Amar Yelane,Wonderful,Very nice phone,5,0.607,0,0.393,0.4754
flipkart15,Ajay Manjhu,Simply awesome,Product packing is good,5,0.492,0,0.508,0.4404
flipkart15,Surman Mulla,Just wow!,Very good Mobile and super performance,5,0.639,0,0.361,0.796
flipkart15,Surman Mulla,Perfect product!,Super 👌,5,1,0,0,0.5994
flipkart15,Ajay Kumar,Mind-blowing purchase,Best camera such a wonder full camera performed.If i explain all mobile fetaures awesome and camera is execilent.I love this camera,5,0.439,0,0.561,0.926
flipkart15,shrinivas maharanwar,Fair,"Product is good not high attractive as compared to s20 fe 5G . Camera and battery is average. Specs wise good processor , display is good , UI is good. But not feels like premium phone from back due to plastic back panel. Talking IP68 , it should be resistant to sand at some extent but got scratch while putting in pocket. Battery drains too fast can't sustain whole day. There are little bit heating issues. They might improve back panel , might improve battery. 5g connectivity is very good no ...",3,0.204,0.072,0.724,0.9155
flipkart15,Nani Jatla,Decent product,"S21 FE for 30k, and I'm quite satisfied with my purchase. The camera performance is excellent, handling various conditions like low light, and the telephoto lens works well. It also performs admirably in multitasking.For average users like myself, this phone is a good choice. However, heavy gamers might want to look elsewhere. Now, let's talk about the cons. The battery life is a major letdown. Despite its supposed 4500mAh capacity, I'm only getting around 4 hours of screen-on time, which i...",1,0.233,0.023,0.744,0.9552
flipkart15,Flipkart Customer,Really Nice,"Battery Could've been better.. I heard lot of people saying device getting heated while setting up and charging.But no such case at least for me... I bought 25w charger from store and it was really fast..got from 35-100 in lyk 45 mins(considering its Samsung, charging speed is decent). No issues till now.. Loved the product",4,0.067,0.075,0.858,0.128
flipkart15,Satyam Thakur,Must buy!,Awsm,5,0,0,1,0
flipkart15,Dhanashree  khairnar,Delightful,Gets a bit hot when we use the camera.,4,0,0,1,0
flipkart15,Vijay Nag M,Awesome,Super 👌🏻,5,0.796,0,0.204,0.5994
flipkart15,Rounak Kumar,Mind-blowing purchase,Aweaome camera i was buying this phone only for camera purpose and i am fully satisfied,5,0.192,0,0.808,0.4754
flipkart15,prince kumar,Fair,This phone starts heating if I play any game like BGMI.,3,0.38,0,0.62,0.5994
flipkart15,Krutik  Raut ,Fair,Battery Life is the worst on this phoneShould provide adaptive refresh rateHas Exynos 2100 in Indian variant as opposite to snapdragon 888 in USA variant.And this is big difference in performance and also affects battery life in Exynos version.Also has heating issues.,3,0,0.091,0.909,-0.6249
flipkart15,Shiv Raj,Best in the market!,Better mobile phone,5,0.592,0,0.408,0.4404
flipkart15,Pushpendra Dwivedi,Expected a better product,Worst battery ever....but camera wow,2,0.349,0.376,0.275,-0.0772
flipkart15,Rakshith.k Vorkady,Brilliant,Good,5,1,0,0,0.4404
flipkart15,Mohammad Abdullah,Hated it!,Phone overheating not a good phone,4,0,0.376,0.624,-0.3412
flipkart15,Flipkart Customer,Terrific purchase,Best product of the prime category.Value for money,5,0.375,0,0.625,0.6369
flipkart15,Pinkesh Saini,Terrible product,Product is average and customer care service from Samsung is very bad.,4,0.188,0.223,0.588,-0.1513
flipkart15,Sagar Kadam,Terrific purchase,Awesome camera quality with good processing speed. Budget phone !!,5,0.487,0,0.513,0.8217
flipkart15,SUSANTA SAINI,Worth every penny,Must buy good phone,5,0.492,0,0.508,0.4404
flipkart15,Ajay,Terrific,Amazing experience.Very good in hand feel and display is very amazing and bright even in outdoors. Camera is amazing for the price best in the the segment. It works very smoothly in day to day tasks and even in gaming and no heating issue.Battery back up is great and overall this is a great device with great specs.,5,0.439,0.026,0.535,0.9895
flipkart15,Rajesh Chaudhary,Good quality product,"Cameras very good, Display is very Good , performance good , in hand is nice , all rounder mobail for normal user ....but... bettry and hitting issue for performance use",4,0.415,0,0.585,0.939
flipkart15,Prasanna Murugan,Just wow!,"bought 29k( 256) with card offers in bbd .pros :1)good camera2)stunning display3)flagship camera with telephoto4)a good software experience 5)ip68,wireless charging under 30k cons1)battery draining fast .samsung should fix these2)heating issues still there in 888 while charging and heavy tasks3)sometimes fingerprint sensor not matching fingers overall perfect phone under 30k",5,0.123,0,0.877,0.765
flipkart15,Akash Dey,Brilliant,Flagship mobile at budget price,5,0.259,0,0.741,0.1027
flipkart15,Suhas  Vp,Best in the market!,Really a good experience it's a little Don of samsung flagship....,5,0.285,0,0.715,0.4927
flipkart15,Flipkart Customer,Nice product,"Camera and display is 10/10. Haptics are fine. Heats up while charging and backing up data from old phone. I'm very sure this phone is not meant for gaming and multi tasking. You can buy this phone if you're a casual user(calls,multimedia,camera) like me. It takes 1 and half hour to full charge with my MacBook's 30w charger. Battery life is not so great. You can manage it(for a full day) by turning on power saving mode. In terms of battery  life my ex  realme 3 was better than this phone.Pro...",4,0.131,0.043,0.826,0.6762
flipkart15,Sachin  Devadiga,Great product,"Amazing camera, good UI experience, adequate battery performance( lasts one day on full charge), no heating issues, timely updates and a bright, fluid 120Hz display. All in all, a worthy daily driver for someone who isn't too much into gaming.",5,0.296,0.045,0.658,0.9042
flipkart15,Nitesh Kumar,Horrible,"Most hyped phone ever. Maybe because of paid reviews. Bad camera, pixalate a lot.",1,0,0.226,0.774,-0.5423
